
 0.0000000000000000E+000	 0.0000000000000000E+000	0	114	 2.000000000E+00

 1.0000000000000000E+000	-7.1250778024736228E-003	0	114	 2.000000000E+00

 2.0000000000000000E+000	-2.1444995978933790E-002	0	114	 2.000000000E+00

 3.0000000000000000E+000	-4.3099279672407675E-002	0	114	 2.000000000E+00

 4.0000000000000000E+000	-7.2297216597434044E-002	0	114	 2.000000000E+00

 5.0000000000000000E+000	-1.0931785704006813E-001	0	114	 2.000000000E+00

 6.0000000000000000E+000	-1.5451001385787322E-001	0	114	 2.000000000E+00

 7.0000000000000000E+000	-2.0829226247994370E-001	0	114	 2.000000000E+00

 8.0000000000000000E+000	-2.7115294090683051E-001	0	114	 2.000000000E+00

 9.0000000000000000E+000	-3.4365014971066898E-001	0	114	 2.000000000E+00

 1.0000000000000000E+001	-4.2641175203510784E-001	0	114	 2.000000000E+00

 1.1000000000000000E+001	-5.2013537359525230E-001	0	114	 2.000000000E+00

 1.2000000000000000E+001	-6.2558840267772098E-001	0	114	 2.000000000E+00

 1.3000000000000000E+001	-7.4360799014073109E-001	0	114	 2.000000000E+00

 1.4000000000000000E+001	-8.7510104941389955E-001	0	114	 2.000000000E+00

 1.5000000000000000E+001	-1.0210442564983850E+000	0	114	 2.000000000E+00

 1.6000000000000000E+001	-1.1824840499670586E+000	0	114	 2.000000000E+00

 1.7000000000000000E+001	-1.3605366309639066E+000	0	114	 2.000000000E+00

 1.8000000000000000E+001	-1.5563879632048270E+000	0	114	 2.000000000E+00

 1.9000000000000000E+001	-1.7712937729769465E+000	0	114	 2.000000000E+00

 2.0000000000000000E+001	-2.0065795491391327E+000	0	114	 2.000000000E+00

 2.1000000000000000E+001	-2.2636405431214826E+000	0	114	 2.000000000E+00

 2.2000000000000000E+001	-2.5439417689259471E+000	0	114	 2.000000000E+00

 2.3000000000000000E+001	-2.8490180031257069E+000	0	114	 2.000000000E+00

 2.4000000000000000E+001	-3.1804737848656259E+000	0	114	 2.000000000E+00

 2.5000000000000000E+001	-3.5399834158619115E+000	0	114	 2.000000000E+00

 2.6000000000000000E+001	-3.9292909604025681E+000	0	114	 2.000000000E+00

 2.7000000000000000E+001	-4.3502102453469433E+000	0	114	 2.000000000E+00

 2.8000000000000000E+001	-4.8046248601258412E+000	0	114	 2.000000000E+00

 2.9000000000000000E+001	-5.2944881567414086E+000	0	114	 2.000000000E+00

 3.0000000000000000E+001	-5.8218232497677036E+000	0	114	 2.000000000E+00

 3.1000000000000000E+001	-6.3887230163502409E+000	0	114	 2.000000000E+00

 3.2000000000000000E+001	-6.9973500962059916E+000	0	114	 2.000000000E+00

 3.3000000000000000E+001	-7.6499368916229287E+000	0	114	 2.000000000E+00

 3.4000000000000000E+001	-8.3487855674616185E+000	0	114	 2.000000000E+00

 3.5000000000000000E+001	-9.0962680511529470E+000	0	114	 2.000000000E+00

 3.6000000000000000E+001	-9.8948260327001663E+000	0	114	 2.000000000E+00

 3.7000000000000000E+001	-1.0746970964677985E+001	0	114	 2.000000000E+00

 3.8000000000000000E+001	-1.1655284062231658E+001	0	114	 2.000000000E+00

 3.9000000000000000E+001	-1.2622416303079262E+001	0	114	 2.000000000E+00

 4.0000000000000000E+001	-1.3651088427509421E+001	0	114	 2.000000000E+00

 4.1000000000000000E+001	-1.4744090938383579E+001	0	114	 2.000000000E+00

 4.2000000000000000E+001	-1.5904284101132816E+001	0	114	 2.000000000E+00

 4.3000000000000000E+001	-1.7134597943761037E+001	0	114	 2.000000000E+00

 1.0000000000000000E+000	 7.1197207136646523E+002
 2.0000000000000000E+000	 7.1195700230149646E+002
 3.0000000000000000E+000	 7.1193422293151582E+002
 4.0000000000000000E+000	 7.1190352232949022E+002
 5.0000000000000000E+000	 7.1186461925937590E+002
 6.0000000000000000E+000	 7.1181716217611756E+002
 7.0000000000000000E+000	 7.1176072922564936E+002
 8.0000000000000000E+000	 7.1169482824489421E+002
 9.0000000000000000E+000	 7.1161889676176406E+002
 1.0000000000000000E+001	 7.1153230199516008E+002
 1.1000000000000000E+001	 7.1143434085497222E+002
 1.2000000000000000E+001	 7.1132423994207943E+002
 1.3000000000000000E+001	 7.1120115554834967E+002
 1.4000000000000000E+001	 7.1106417365664004E+002
 1.5000000000000000E+001	 7.1091230994079638E+002
 1.6000000000000000E+001	 7.1074450976565356E+002
 1.7000000000000000E+001	 7.1055964818703592E+002
 1.8000000000000000E+001	 7.1035652995175644E+002
 1.9000000000000000E+001	 7.1013388949761679E+002
 2.0000000000000000E+001	 7.0989039095340809E+002
 2.1000000000000000E+001	 7.0962462813891011E+002
 2.2000000000000000E+001	 7.0933512456489257E+002
 2.3000000000000000E+001	 7.0902033343311257E+002
 2.3059507413621411E+001	 7.0900000000000000E+002

 1.0000000000000000E+000	 7.1198704633394698E+002
 2.0000000000000000E+000	 7.1200192509110707E+002
 3.0000000000000000E+000	 7.1202406217223358E+002
 4.0000000000000000E+000	 7.1205324031179020E+002
 5.0000000000000000E+000	 7.1208916982239487E+002
 6.0000000000000000E+000	 7.1213148859482044E+002
 7.0000000000000000E+000	 7.1217976209799372E+002
 8.0000000000000000E+000	 7.1223348337899677E+002
 9.0000000000000000E+000	 7.1229207306306580E+002
 1.0000000000000000E+001	 7.1235487935359140E+002
 1.1000000000000000E+001	 7.1242117803211897E+002
 1.2000000000000000E+001	 7.1249017245834852E+002
 1.3000000000000000E+001	 7.1256099357013420E+002
 1.4000000000000000E+001	 7.1263269988348509E+002
 1.5000000000000000E+001	 7.1270427749256464E+002
 1.6000000000000000E+001	 7.1277464006969001E+002
 1.7000000000000000E+001	 7.1284262886533520E+002
 1.8000000000000000E+001	 7.1290701270812599E+002
 1.9000000000000000E+001	 7.1296648800484422E+002
 2.0000000000000000E+001	 7.1301967874042634E+002
 2.1000000000000000E+001	 7.1306513647796260E+002
 2.2000000000000000E+001	 7.1310134035869828E+002
 2.3000000000000000E+001	 7.1312669710203306E+002
 2.4000000000000000E+001	 7.1313954100552087E+002
 2.5000000000000000E+001	 7.1313813394487090E+002
 2.6000000000000000E+001	 7.1312066537394639E+002
 2.7000000000000000E+001	 7.1308525232476472E+002
 2.8000000000000000E+001	 7.1302993940749843E+002
 2.9000000000000000E+001	 7.1295269881047443E+002
 3.0000000000000000E+001	 7.1285143030017434E+002
 3.1000000000000000E+001	 7.1272396122123359E+002
 3.2000000000000000E+001	 7.1256804649644278E+002
 3.3000000000000000E+001	 7.1238136862674719E+002
 3.4000000000000000E+001	 7.1216153769124571E+002
 3.5000000000000000E+001	 7.1190609134719352E+002
 3.6000000000000000E+001	 7.1161249482999779E+002
 3.7000000000000000E+001	 7.1127814095322219E+002
 3.8000000000000000E+001	 7.1090035010858537E+002
 3.9000000000000000E+001	 7.1047637026595748E+002
 4.0000000000000000E+001	 7.1000337697336727E+002
 4.1000000000000000E+001	 7.0947847335699453E+002
 4.1825262490246160E+001	 7.0900000000000000E+002

 1.0000000000000000E+000	 7.1197207136646523E+002	0	114	 2.000000000E+00

 2.0000000000000000E+000	 7.1195700230149646E+002	0	114	 2.000000000E+00

 3.0000000000000000E+000	 7.1193422293151582E+002	0	114	 2.000000000E+00

 4.0000000000000000E+000	 7.1190352232949022E+002	0	114	 2.000000000E+00

 5.0000000000000000E+000	 7.1186461925937590E+002	0	114	 2.000000000E+00

 6.0000000000000000E+000	 7.1181716217611756E+002	0	114	 2.000000000E+00

 7.0000000000000000E+000	 7.1176072922564936E+002	0	114	 2.000000000E+00

 8.0000000000000000E+000	 7.1169482824489421E+002	0	114	 2.000000000E+00

 9.0000000000000000E+000	 7.1161889676176406E+002	0	114	 2.000000000E+00

 1.0000000000000000E+001	 7.1153230199516008E+002	0	114	 2.000000000E+00

 1.1000000000000000E+001	 7.1143434085497222E+002	0	114	 2.000000000E+00

 1.2000000000000000E+001	 7.1132423994207943E+002	0	114	 2.000000000E+00

 1.3000000000000000E+001	 7.1120115554834967E+002	0	114	 2.000000000E+00

 1.4000000000000000E+001	 7.1106417365664004E+002	0	114	 2.000000000E+00

