Molecule	Upper Manifold	J'	Sym'	#'	Lower Manifold	J"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
LinearMolecule	Excited	6	e	1	Ground	7	e	1	691.280562736247	2.66531493687721E-6	774.051837283167	82.7712745469198	2	47.8159860010012	0	P(7)	Excited v=1  6 e - Ground v=0  7 e
LinearMolecule	Excited	5	e	1	Ground	6	e	1	694.237793528362	0.0000435970572679507	756.317958621554	62.0801650931919	1.66666666666667	47.6984489810975	0	P(6)	Excited v=1  5 e - Ground v=0  6 e
LinearMolecule	Excited	4	e	1	Ground	5	e	1	697.195060399137	0.000447502190183053	741.539081904276	44.3440215051384	1.33333333333333	47.237028169328	0	P(5)	Excited v=1  4 e - Ground v=0  5 e
LinearMolecule	Excited	3	e	1	Ground	4	e	1	700.152296318199	0.00281472771315215	729.715558676387	29.5632623581882	1	46.1320705881736	0	P(4)	Excited v=1  3 e - Ground v=0  4 e
LinearMolecule	Excited	2	e	1	Ground	3	e	1	703.109433708733	0.0102857331579026	720.847670173932	17.738236465199	0.666666666666667	43.604463441765	0	P(3)	Excited v=1  2 e - Ground v=0  3 e
LinearMolecule	Excited	1	e	1	Ground	2	e	1	706.066404447487	0.0184241774138753	714.935627323944	8.86922287645675	0.333333333333333	36.7974368765464	0	P(2)	Excited v=1  1 e - Ground v=0  2 e
LinearMolecule	Excited	1	f	1	Ground	1	e	1	711.994171411749	0.129411198659285	714.950602291425	2.95643087967609	1	113.196108244997	0	Q(1)	Excited v=1  1 f - Ground v=0  1 e
LinearMolecule	Excited	2	f	1	Ground	2	e	1	712.023370087086	0.0921208870693767	720.892592963543	8.86922287645675	1.66666666666667	113.210035235243	0	Q(2)	Excited v=1  2 f - Ground v=0  2 e
LinearMolecule	Excited	3	f	1	Ground	3	e	1	712.067161451906	0.0360000660526591	729.805397917105	17.738236465199	2.33333333333333	113.230924690882	0	Q(3)	Excited v=1  3 f - Ground v=0  3 e
LinearMolecule	Excited	4	f	1	Ground	4	e	1	712.125537528387	0.00844418313945645	741.688799886576	29.5632623581882	3	113.258775374298	0	Q(4)	Excited v=1  4 f - Ground v=0  4 e
LinearMolecule	Excited	5	f	1	Ground	5	e	1	712.198487679435	0.0012306310230034	756.542509184573	44.3440215051384	3.66666666666667	113.293585632106	0	Q(5)	Excited v=1  5 f - Ground v=0  5 e
LinearMolecule	Excited	6	f	1	Ground	6	e	1	712.285998608678	0.000113352348896672	774.36616370187	62.0801650931919	4.33333333333333	113.335353392384	0	Q(6)	Excited v=1  6 f - Ground v=0  6 e
LinearMolecule	Excited	7	f	1	Ground	7	e	1	712.388054360473	6.66328734219302E-6	795.159328907393	82.7712745469198	5	113.384076161213	0	Q(7)	Excited v=1  7 f - Ground v=0  7 e
LinearMolecule	Excited	8	f	1	Ground	8	e	1	712.504636319903	2.51504026474234E-7	818.921497848225	106.416861528321	5.66666666666667	113.439751018525	0	Q(8)	Excited v=1  8 f - Ground v=0  8 e
LinearMolecule	Excited	1	e	1	Ground	0	e	1	714.935627323944	0.132012188063424	714.935627323944	0	0.666666666666667	76.4032338311979	0	R(0)	Excited v=1  1 e - Ground v=0  0 e
LinearMolecule	Excited	2	e	1	Ground	1	e	1	717.891239294256	0.129411198659285	720.847670173932	2.95643087967609	1	69.6192581955834	0	R(1)	Excited v=1  2 e - Ground v=0  1 e
LinearMolecule	Excited	3	e	1	Ground	2	e	1	720.84633579993	0.0736967096555014	729.715558676387	8.86922287645675	1.33333333333333	67.1262239491445	0	R(2)	Excited v=1  3 e - Ground v=0  2 e
LinearMolecule	Excited	4	e	1	Ground	3	e	1	723.800845439077	0.0257143328947565	741.539081904276	17.738236465199	1.66666666666667	66.0673570448395	0	R(3)	Excited v=1  4 e - Ground v=0  3 e
LinearMolecule	Excited	5	e	1	Ground	4	e	1	726.754696263366	0.0056294554263043	756.317958621554	29.5632623581882	2	65.6635390952154	0	R(4)	Excited v=1  5 e - Ground v=0  4 e
LinearMolecule	Excited	6	e	1	Ground	5	e	1	729.707815778029	0.000783128832820342	774.051837283167	44.3440215051384	2.33333333333333	65.6151101328406	0	R(5)	Excited v=1  6 e - Ground v=0  5 e
LinearMolecule	Excited	7	e	1	Ground	6	e	1	732.660130941857	0.0000697552916287211	794.740296035049	62.0801650931919	2.66666666666667	65.7822291535105	0	R(6)	Excited v=1  7 e - Ground v=0  6 e
LinearMolecule	Excited	8	e	1	Ground	7	e	1	735.611568167203	3.99797240531581E-6	818.382842714122	82.7712745469198	3	66.0908625034579	0	R(7)	Excited v=1  8 e - Ground v=0  7 e
LinearMolecule	Excited	9	e	1	Ground	8	e	1	738.562053319978	1.47943544984844E-7	844.9789148483	106.416861528321	3.33333333333333	66.4981480149745	0	R(8)	Excited v=1  9 e - Ground v=0  8 e
23	0.666666666666667
