
 6.3224191146704084E+002	 9.3103448275862066E-001	0	100	 4.254471362E-01

 6.3518518582420302E+002	 8.9655172413793105E-001	0	100	 5.062221289E-01

 6.3812972211521515E+002	 8.6206896551724133E-001	0	100	 5.975775719E-01

 6.4107546423849226E+002	 8.2758620689655171E-001	0	100	 6.997994184E-01

 6.4402235554601089E+002	 7.9310344827586210E-001	0	100	 8.129120469E-01

 6.4697033884330733E+002	 7.5862068965517238E-001	0	100	 9.366218448E-01

 6.4991935638947939E+002	 7.2413793103448276E-001	0	100	 1.070262074E+00

 6.5286934989718429E+002	 6.8965517241379315E-001	0	100	 1.212743640E+00

 6.5582026053264042E+002	 6.5517241379310343E-001	0	100	 1.362512350E+00

 6.5877202891562638E+002	 6.2068965517241381E-001	0	100	 1.517519116E+00

 6.6172459511948159E+002	 5.8620689655172409E-001	0	100	 1.675202489E+00

 6.6467789867110605E+002	 5.5172413793103448E-001	0	100	 1.832488656E+00

 6.6763187855095975E+002	 5.1724137931034486E-001	0	100	 1.985809445E+00

 6.7058647319306351E+002	 4.8275862068965519E-001	0	100	 2.131137371E+00

 6.7354162048499859E+002	 4.4827586206896552E-001	0	100	 2.264038801E+00

 6.7649725776790706E+002	 4.1379310344827586E-001	0	100	 2.379738569E+00

 6.7945332183649100E+002	 3.7931034482758619E-001	0	100	 2.473191738E+00

 6.8240974893901341E+002	 3.4482758620689657E-001	0	100	 2.539149761E+00

 6.8536647477729764E+002	 3.1034482758620691E-001	0	100	 2.572201014E+00

 6.8832343450672761E+002	 2.7586206896551724E-001	0	100	 2.566755772E+00

 6.9128056273624748E+002	 2.4137931034482760E-001	0	100	 2.516917229E+00

 6.9423779352836232E+002	 2.0689655172413793E-001	0	100	 2.416115522E+00

 6.9719506039913745E+002	 1.7241379310344829E-001	0	100	 2.256228447E+00

 7.0015229631819898E+002	 1.3793103448275862E-001	0	100	 2.025418282E+00

 7.0310943370873315E+002	 1.0344827586206896E-001	0	100	 1.701963902E+00

 7.0606640444748700E+002	 6.8965517241379309E-002	0	100	 1.229692578E+00

 7.1199417141174945E+002	 3.4482758620689655E-002	0	100	 2.160717964E+00

 7.1202337008708605E+002	 6.8965517241379309E-002	0	100	 2.749676228E+00

 7.1206716145190603E+002	 1.0344827586206896E-001	0	100	 3.184082985E+00

 7.1212553752838767E+002	 1.3793103448275862E-001	0	100	 3.508127451E+00

 7.1219848767943495E+002	 1.7241379310344829E-001	0	100	 3.741531610E+00

 7.1228599860867826E+002	 2.0689655172413793E-001	0	100	 3.895869017E+00

 7.1238805436047369E+002	 2.4137931034482760E-001	0	100	 3.979595661E+00

 7.1250463631990351E+002	 2.7586206896551724E-001	0	100	 4.000000000E+00

 7.1263572321277650E+002	 3.1034482758620691E-001	0	100	 3.964027882E+00

 7.1278129110562656E+002	 3.4482758620689657E-001	0	100	 3.878615379E+00

 7.1294131340571425E+002	 3.7931034482758619E-001	0	100	 3.750781059E+00

 7.1311576086102627E+002	 4.1379310344827586E-001	0	100	 3.587590694E+00

 7.1330460156027493E+002	 4.4827586206896552E-001	0	100	 3.396058083E+00

 7.1350780093289904E+002	 4.8275862068965519E-001	0	100	 3.183015585E+00

 7.1372532174906303E+002	 5.1724137931034486E-001	0	100	 2.954978943E+00

 7.1395712411965701E+002	 5.5172413793103448E-001	0	100	 2.718019962E+00

 7.1420316549629911E+002	 5.8620689655172409E-001	0	100	 2.477657795E+00

 7.1446340067133087E+002	 6.2068965517241381E-001	0	100	 2.238775730E+00

 7.1473778177782117E+002	 6.5517241379310343E-001	0	100	 2.005563974E+00

 7.1493562732394378E+002	 0.0000000000000000E+000	0	100	 1.776940823E+00

 7.1502625828956548E+002	 6.8965517241379315E-001	0	100	 1.781493068E+00

 7.1532877702108408E+002	 7.2413793103448276E-001	0	100	 1.569312334E+00

 7.1564528212762423E+002	 7.5862068965517238E-001	0	100	 1.371073961E+00

 7.1597571510515877E+002	 7.9310344827586210E-001	0	100	 1.188177109E+00

 7.1632001479038649E+002	 8.2758620689655171E-001	0	100	 1.021427870E+00

 7.1667811736073281E+002	 8.6206896551724133E-001	0	100	 8.711115718E-01

 7.1704995633434896E+002	 8.9655172413793105E-001	0	100	 7.370705605E-01

 7.1743546257011167E+002	 9.3103448275862066E-001	0	100	 6.187857389E-01

 7.1783456426762427E+002	 9.6551724137931039E-001	0	100	 5.154559016E-01

 7.1789123929425614E+002	 3.4482758620689655E-002	0	100	 2.160717964E+00

 7.1824718696721584E+002	 1.0000000000000000E+000	0	100	 4.260736108E-01

 7.2084633579993056E+002	 6.8965517241379309E-002	0	100	 2.459385157E+00

 7.2380084543907697E+002	 1.0344827586206896E-001	0	100	 2.691041231E+00

 7.2675469626336621E+002	 1.3793103448275862E-001	0	100	 2.864373922E+00

 7.2970781577802916E+002	 1.7241379310344829E-001	0	100	 2.984709740E+00

 7.3266013094185723E+002	 2.0689655172413793E-001	0	100	 3.056171179E+00

 7.3561156816720279E+002	 2.4137931034482760E-001	0	100	 3.082581520E+00

 7.3856205331997808E+002	 2.7586206896551724E-001	0	100	 3.067859888E+00

 7.4151151171965660E+002	 3.1034482758620691E-001	0	100	 3.016172886E+00

 7.4445986813927175E+002	 3.4482758620689657E-001	0	100	 2.931957722E+00

 7.4740704680541762E+002	 3.7931034482758619E-001	0	100	 2.819872618E+00

 7.5035297139824888E+002	 4.1379310344827586E-001	0	100	 2.684707165E+00

 7.5329756505148089E+002	 4.4827586206896552E-001	0	100	 2.531272411E+00

 7.5624075035238889E+002	 4.8275862068965519E-001	0	100	 2.364284754E+00

 7.5918244934180927E+002	 5.1724137931034486E-001	0	100	 2.188255548E+00

 7.6212258351413880E+002	 5.5172413793103448E-001	0	100	 2.007390738E+00

 7.6506107381733477E+002	 5.8620689655172409E-001	0	100	 1.825509548E+00

 7.6799784065291465E+002	 6.2068965517241381E-001	0	100	 1.645980597E+00

 7.7093280387595667E+002	 6.5517241379310343E-001	0	100	 1.471681595E+00

 7.7386588279509942E+002	 6.8965517241379315E-001	0	100	 1.304979086E+00

 7.7679699617254278E+002	 7.2413793103448276E-001	0	100	 1.147728324E+00

 7.7972606222404590E+002	 7.5862068965517238E-001	0	100	 1.001290917E+00

 7.8265299861892936E+002	 7.9310344827586210E-001	0	100	 8.665671945E-01

 7.8557772248007359E+002	 8.2758620689655171E-001	0	100	 7.440400720E-01

 7.8850015038392053E+002	 8.6206896551724133E-001	0	100	 6.338267326E-01

 7.9142019836047120E+002	 8.9655172413793105E-001	0	100	 5.357351899E-01

 7.9433778189328859E+002	 9.3103448275862066E-001	0	100	 4.493222535E-01
